cve,assign_date,edb_date,date_diff
CVE-2016-10187,2017-01-31,,
CVE-2016-10188,2017-01-31,,
CVE-2016-10189,2017-01-31,,
CVE-2016-1019,2015-12-22,,
CVE-2016-10190,2017-02-01,,
CVE-2016-10191,2017-02-01,,
CVE-2016-10192,2017-02-01,,
CVE-2016-10193,2017-02-01,,
CVE-2016-10194,2017-02-01,,
CVE-2016-10195,2017-02-01,,
CVE-2016-10196,2017-02-01,,
CVE-2016-10197,2017-02-01,,
CVE-2016-10198,2017-02-01,,
CVE-2016-10199,2017-02-01,,
CVE-2016-1020,2015-12-22,,
CVE-2016-10200,2017-02-04,,
CVE-2016-10201,2017-02-04,,
CVE-2016-10202,2017-02-04,,
CVE-2016-10203,2017-02-04,,
CVE-2016-10204,2017-02-04,,
CVE-2016-10205,2017-02-04,,
CVE-2016-10206,2017-02-04,,
CVE-2016-10207,2017-02-04,,
CVE-2016-10208,2017-02-04,,
CVE-2016-10209,2017-02-07,,
CVE-2016-1021,2015-12-22,,
CVE-2016-10210,2017-02-07,,
CVE-2016-10211,2017-02-07,,
CVE-2016-10212,2017-02-08,,
CVE-2016-10213,2017-02-08,,
CVE-2016-10214,2017-02-08,,
CVE-2016-10215,2017-02-09,,
CVE-2016-10216,2017-02-09,,
CVE-2016-10217,2017-02-09,,
CVE-2016-10218,2017-02-09,,
CVE-2016-10219,2017-02-09,,
CVE-2016-1022,2015-12-22,,
CVE-2016-10220,2017-02-09,,
CVE-2016-10221,2017-02-09,,
CVE-2016-10222,2017-02-09,,
CVE-2016-10223,2017-02-12,,
CVE-2016-10224,2017-02-12,,
CVE-2016-10225,2017-02-15,,
CVE-2016-10226,2017-02-17,,
CVE-2016-10227,2017-02-18,,
CVE-2016-10228,2017-03-01,,
CVE-2016-10229,2017-03-01,,
CVE-2016-1023,2015-12-22,,
CVE-2016-1024,2015-12-22,,
CVE-2016-10244,2017-03-06,,
CVE-2016-10246,2017-03-12,,
CVE-2016-10247,2017-03-12,,
CVE-2016-10248,2017-03-12,,
CVE-2016-10249,2017-03-12,,
CVE-2016-1025,2015-12-22,,
CVE-2016-10250,2017-03-12,,
CVE-2016-10251,2017-03-12,,
CVE-2016-10252,2017-03-14,,
CVE-2016-10253,2017-03-18,,
CVE-2016-10254,2017-03-22,,
CVE-2016-10255,2017-03-22,,
CVE-2016-10259,2017-03-23,,
CVE-2016-1026,2015-12-22,,
CVE-2016-10266,2017-03-24,,
CVE-2016-10267,2017-03-24,,
CVE-2016-10268,2017-03-24,,
CVE-2016-10269,2017-03-24,,
CVE-2016-1027,2015-12-22,,
CVE-2016-10270,2017-03-24,,
CVE-2016-10271,2017-03-24,,
CVE-2016-10272,2017-03-24,,
CVE-2016-10273,2017-03-26,,
CVE-2016-1028,2015-12-22,,
CVE-2016-1029,2015-12-22,,
CVE-2016-1030,2015-12-22,,
CVE-2016-10304,2017-03-29,,
CVE-2016-10305,2017-03-29,,
CVE-2016-10306,2017-03-29,,
CVE-2016-10307,2017-03-29,,
CVE-2016-10308,2017-03-29,,
CVE-2016-10309,2017-03-29,,
CVE-2016-1031,2015-12-22,,
CVE-2016-10310,2017-03-30,,
CVE-2016-10311,2017-03-30,,
CVE-2016-10312,2017-04-03,,
CVE-2016-10313,2017-04-03,,
CVE-2016-10314,2017-04-03,,
CVE-2016-10315,2017-04-03,,
CVE-2016-10316,2017-04-03,,
CVE-2016-10317,2017-04-03,,
CVE-2016-10318,2017-04-04,,
CVE-2016-10319,2017-04-06,,
CVE-2016-1032,2015-12-22,,
CVE-2016-10320,2017-04-06,,
CVE-2016-10321,2017-04-10,,
CVE-2016-10322,2017-04-10,,
CVE-2016-10323,2017-04-10,,
CVE-2016-10324,2017-04-13,,
CVE-2016-10325,2017-04-13,,
CVE-2016-10326,2017-04-13,,
CVE-2016-10327,2017-04-14,,
CVE-2016-10328,2017-04-14,,
CVE-2016-1033,2015-12-22,,
CVE-2016-1034,2015-12-22,,
CVE-2016-1035,2015-12-22,,
CVE-2016-1036,2015-12-22,,
CVE-2016-1037,2015-12-22,,
CVE-2016-1038,2015-12-22,,
CVE-2016-1039,2015-12-22,,
CVE-2016-1040,2015-12-22,,
CVE-2016-1041,2015-12-22,,
CVE-2016-1042,2015-12-22,,
CVE-2016-1043,2015-12-22,,
CVE-2016-1044,2015-12-22,,
CVE-2016-1045,2015-12-22,,
CVE-2016-1046,2015-12-22,,
CVE-2016-1047,2015-12-22,,
CVE-2016-1048,2015-12-22,,
CVE-2016-1049,2015-12-22,,
CVE-2016-1050,2015-12-22,,
CVE-2016-1051,2015-12-22,,
CVE-2016-1052,2015-12-22,,
CVE-2016-1053,2015-12-22,,
CVE-2016-1054,2015-12-22,,
CVE-2016-1055,2015-12-22,,
CVE-2016-1056,2015-12-22,,
CVE-2016-1057,2015-12-22,,
CVE-2016-1058,2015-12-22,,
CVE-2016-1059,2015-12-22,,
CVE-2016-1060,2015-12-22,,
CVE-2016-1061,2015-12-22,,
CVE-2016-1062,2015-12-22,,
CVE-2016-1063,2015-12-22,,
CVE-2016-1064,2015-12-22,,
CVE-2016-1065,2015-12-22,,
CVE-2016-1066,2015-12-22,,
CVE-2016-1067,2015-12-22,,
CVE-2016-1068,2015-12-22,,
CVE-2016-1069,2015-12-22,,
CVE-2016-1070,2015-12-22,,
CVE-2016-1071,2015-12-22,,
CVE-2016-1072,2015-12-22,,
CVE-2016-1073,2015-12-22,,
CVE-2016-1074,2015-12-22,,
CVE-2016-1075,2015-12-22,,
CVE-2016-1076,2015-12-22,,
CVE-2016-1077,2015-12-22,2016-05-10,140
CVE-2016-1078,2015-12-22,,
CVE-2016-1079,2015-12-22,,
CVE-2016-1080,2015-12-22,,
CVE-2016-1081,2015-12-22,,
CVE-2016-1082,2015-12-22,,
CVE-2016-1083,2015-12-22,,
CVE-2016-1084,2015-12-22,,
CVE-2016-1085,2015-12-22,,
CVE-2016-1086,2015-12-22,,
CVE-2016-1087,2015-12-22,,
CVE-2016-1088,2015-12-22,,
CVE-2016-1089,2015-12-22,,
CVE-2016-1090,2015-12-22,,
CVE-2016-1091,2015-12-22,,
CVE-2016-1092,2015-12-22,,
CVE-2016-1093,2015-12-22,,
CVE-2016-1094,2015-12-22,,
CVE-2016-1095,2015-12-22,,
CVE-2016-1096,2015-12-22,2016-05-17,147
CVE-2016-1097,2015-12-22,,
CVE-2016-1098,2015-12-22,,
CVE-2016-1099,2015-12-22,,
CVE-2016-1100,2015-12-22,,
CVE-2016-1101,2015-12-22,2016-05-17,147
CVE-2016-1102,2015-12-22,2016-05-17,147
CVE-2016-1103,2015-12-22,2016-05-17,147
CVE-2016-1104,2015-12-22,2016-05-17,147
CVE-2016-1105,2015-12-22,2016-05-17,147
CVE-2016-1106,2015-12-22,2016-05-17,147
CVE-2016-1107,2015-12-22,,
CVE-2016-1108,2015-12-22,,
CVE-2016-1109,2015-12-22,,
CVE-2016-1110,2015-12-22,,
CVE-2016-1111,2015-12-22,,
CVE-2016-1112,2015-12-22,,
CVE-2016-1113,2015-12-22,,
CVE-2016-1114,2015-12-22,,
CVE-2016-1115,2015-12-22,,
CVE-2016-1116,2015-12-22,,
CVE-2016-1117,2015-12-22,,
CVE-2016-1118,2015-12-22,,
CVE-2016-1119,2015-12-22,,
CVE-2016-1120,2015-12-22,,
CVE-2016-1121,2015-12-22,,
CVE-2016-1122,2015-12-22,,
CVE-2016-1123,2015-12-22,,
CVE-2016-1124,2015-12-22,,
CVE-2016-1125,2015-12-22,,
CVE-2016-1126,2015-12-22,,
CVE-2016-1127,2015-12-22,,
CVE-2016-1128,2015-12-22,,
CVE-2016-1129,2015-12-22,,
CVE-2016-1130,2015-12-22,,
CVE-2016-1131,2015-12-26,,
CVE-2016-1132,2015-12-26,,
CVE-2016-1133,2015-12-26,,
CVE-2016-1134,2015-12-26,,
CVE-2016-1135,2015-12-26,,
CVE-2016-1136,2015-12-26,,
CVE-2016-1137,2015-12-26,,
CVE-2016-1138,2015-12-26,,
CVE-2016-1139,2015-12-26,,
CVE-2016-1140,2015-12-26,,
CVE-2016-1141,2015-12-26,,
CVE-2016-1142,2015-12-26,,
CVE-2016-1143,2015-12-26,,
CVE-2016-1144,2015-12-26,,
CVE-2016-1145,2015-12-26,,
CVE-2016-1149,2015-12-26,,
CVE-2016-1150,2015-12-26,,
CVE-2016-1151,2015-12-26,,
CVE-2016-1152,2015-12-26,,
CVE-2016-1153,2015-12-26,,
CVE-2016-1154,2015-12-26,,
CVE-2016-1156,2015-12-26,,
CVE-2016-1157,2015-12-26,,
CVE-2016-1158,2015-12-26,,
CVE-2016-1160,2015-12-26,,
CVE-2016-1167,2015-12-26,,
CVE-2016-1168,2015-12-26,,
CVE-2016-1169,2015-12-26,,
CVE-2016-1170,2015-12-26,,
CVE-2016-1171,2015-12-26,,
CVE-2016-1172,2015-12-26,,
CVE-2016-1173,2015-12-26,,
CVE-2016-1174,2015-12-26,,
CVE-2016-1175,2015-12-26,,
CVE-2016-1176,2015-12-26,,
CVE-2016-1177,2015-12-26,,
CVE-2016-1178,2015-12-26,,
CVE-2016-1179,2015-12-26,,
CVE-2016-1180,2015-12-26,,
CVE-2016-1181,2015-12-26,,
CVE-2016-1182,2015-12-26,,
CVE-2016-1183,2015-12-26,,
CVE-2016-1185,2015-12-26,,
CVE-2016-1188,2015-12-26,,
CVE-2016-1189,2015-12-26,,
CVE-2016-1190,2015-12-26,,
CVE-2016-1191,2015-12-26,,
CVE-2016-1192,2015-12-26,,
CVE-2016-1193,2015-12-26,,
CVE-2016-1195,2015-12-26,,
CVE-2016-1196,2015-12-26,,
CVE-2016-1197,2015-12-26,,
CVE-2016-1199,2015-12-26,,
CVE-2016-1200,2015-12-26,,
CVE-2016-1201,2015-12-26,,
CVE-2016-1202,2015-12-26,,
CVE-2016-1205,2015-12-26,,
CVE-2016-1206,2015-12-26,,
CVE-2016-1207,2015-12-26,,
CVE-2016-1208,2015-12-26,,
CVE-2016-1209,2015-12-26,,
CVE-2016-1211,2015-12-26,,
CVE-2016-1212,2015-12-26,,
CVE-2016-1222,2015-12-26,,
CVE-2016-1223,2015-12-26,,
CVE-2016-1224,2015-12-26,,
CVE-2016-1225,2015-12-26,,
CVE-2016-1226,2015-12-26,,
CVE-2016-1227,2015-12-26,,
CVE-2016-1228,2015-12-26,,
CVE-2016-1229,2015-12-26,,
CVE-2016-1230,2015-12-26,,
CVE-2016-1231,2015-12-27,,
CVE-2016-1232,2015-12-27,,
CVE-2016-1233,2015-12-27,,
CVE-2016-1234,2015-12-27,,
CVE-2016-1235,2015-12-27,,
CVE-2016-1236,2015-12-27,,
CVE-2016-1237,2015-12-27,,
CVE-2016-1238,2015-12-27,,
CVE-2016-1240,2015-12-27,2016-10-03,281
CVE-2016-1241,2015-12-27,,
CVE-2016-1242,2015-12-27,,
CVE-2016-1243,2015-12-27,,
CVE-2016-1244,2015-12-27,,
CVE-2016-1245,2015-12-27,,
CVE-2016-1246,2015-12-27,,
CVE-2016-1247,2015-12-27,,
CVE-2016-1248,2015-12-27,,
CVE-2016-1249,2015-12-27,,
CVE-2016-1251,2015-12-27,,
CVE-2016-1256,2015-12-30,,
CVE-2016-1257,2015-12-30,,
CVE-2016-1258,2015-12-30,,
CVE-2016-1260,2015-12-30,,
CVE-2016-1262,2015-12-30,,
CVE-2016-1263,2015-12-30,,
CVE-2016-1264,2015-12-30,,
CVE-2016-1267,2015-12-30,,
CVE-2016-1268,2015-12-30,,
CVE-2016-1269,2015-12-30,,
CVE-2016-1270,2015-12-30,,
CVE-2016-1271,2015-12-30,,
CVE-2016-1273,2015-12-30,,
CVE-2016-1274,2015-12-30,,
CVE-2016-1275,2015-12-30,,
CVE-2016-1276,2015-12-30,,
CVE-2016-1277,2015-12-30,,
CVE-2016-1278,2015-12-30,,
CVE-2016-1279,2015-12-30,,
CVE-2016-1280,2015-12-30,,
CVE-2016-1281,2016-01-02,,
CVE-2016-1283,2016-01-02,,
CVE-2016-1284,2016-01-04,,
CVE-2016-1285,2016-01-04,,
CVE-2016-1286,2016-01-04,,
CVE-2016-1287,2016-01-04,2016-05-17,134
CVE-2016-1288,2016-01-04,,
CVE-2016-1289,2016-01-04,,
CVE-2016-1290,2016-01-04,,
CVE-2016-1291,2016-01-04,,
CVE-2016-1293,2016-01-04,,
CVE-2016-1294,2016-01-04,,
CVE-2016-1295,2016-01-04,,
CVE-2016-1296,2016-01-04,,
CVE-2016-1297,2016-01-04,,
CVE-2016-1298,2016-01-04,,
CVE-2016-1299,2016-01-04,,
CVE-2016-1300,2016-01-04,,
CVE-2016-1301,2016-01-04,,
CVE-2016-1302,2016-01-04,,
CVE-2016-1303,2016-01-04,,
CVE-2016-1304,2016-01-04,,
CVE-2016-1305,2016-01-04,,
CVE-2016-1306,2016-01-04,,
CVE-2016-1307,2016-01-04,,
CVE-2016-1308,2016-01-04,,
CVE-2016-1309,2016-01-04,,
CVE-2016-1310,2016-01-04,,
CVE-2016-1311,2016-01-04,,
CVE-2016-1312,2016-01-04,,
CVE-2016-1313,2016-01-04,,
CVE-2016-1314,2016-01-04,,
CVE-2016-1315,2016-01-04,,
CVE-2016-1316,2016-01-04,,
CVE-2016-1317,2016-01-04,,
CVE-2016-1318,2016-01-04,,
CVE-2016-1319,2016-01-04,,
CVE-2016-1320,2016-01-04,,
CVE-2016-1321,2016-01-04,,
CVE-2016-1322,2016-01-04,,
CVE-2016-1323,2016-01-04,,
CVE-2016-1324,2016-01-04,,
CVE-2016-1325,2016-01-04,,
CVE-2016-1326,2016-01-04,,
CVE-2016-1327,2016-01-04,,
CVE-2016-1328,2016-01-04,,
CVE-2016-1329,2016-01-04,,
CVE-2016-1330,2016-01-04,,
CVE-2016-1331,2016-01-04,,
CVE-2016-1333,2016-01-04,,
CVE-2016-1334,2016-01-04,,
CVE-2016-1335,2016-01-04,,
CVE-2016-1336,2016-01-04,,
CVE-2016-1337,2016-01-04,,
CVE-2016-1338,2016-01-04,,
CVE-2016-1339,2016-01-04,,
CVE-2016-1340,2016-01-04,,
CVE-2016-1341,2016-01-04,,
CVE-2016-1342,2016-01-04,,
CVE-2016-1343,2016-01-04,,
CVE-2016-1344,2016-01-04,,
CVE-2016-1345,2016-01-04,,
CVE-2016-1346,2016-01-04,,
CVE-2016-1347,2016-01-04,,
CVE-2016-1348,2016-01-04,,
CVE-2016-1349,2016-01-04,,
CVE-2016-1350,2016-01-04,,
CVE-2016-1351,2016-01-04,,
CVE-2016-1352,2016-01-04,,
CVE-2016-1353,2016-01-04,,
CVE-2016-1354,2016-01-04,,
CVE-2016-1355,2016-01-04,,
CVE-2016-1356,2016-01-04,,
CVE-2016-1357,2016-01-04,,
CVE-2016-1358,2016-01-04,,
CVE-2016-1359,2016-01-04,,
CVE-2016-1360,2016-01-04,,
CVE-2016-1361,2016-01-04,,
CVE-2016-1362,2016-01-04,,
CVE-2016-1363,2016-01-04,,
CVE-2016-1364,2016-01-04,,
CVE-2016-1365,2016-01-04,,
CVE-2016-1366,2016-01-04,,
CVE-2016-1367,2016-01-04,,
CVE-2016-1368,2016-01-04,,
CVE-2016-1369,2016-01-04,,
CVE-2016-1370,2016-01-04,,
CVE-2016-1371,2016-01-04,,
CVE-2016-1372,2016-01-04,,
CVE-2016-1373,2016-01-04,,
CVE-2016-1374,2016-01-04,,
CVE-2016-1375,2016-01-04,,
CVE-2016-1376,2016-01-04,,
CVE-2016-1377,2016-01-04,,
CVE-2016-1378,2016-01-04,,
CVE-2016-1379,2016-01-04,,
CVE-2016-1380,2016-01-04,,
CVE-2016-1381,2016-01-04,,
CVE-2016-1382,2016-01-04,,
CVE-2016-1383,2016-01-04,,
CVE-2016-1384,2016-01-04,,
CVE-2016-1385,2016-01-04,,
CVE-2016-1386,2016-01-04,,
CVE-2016-1387,2016-01-04,,
CVE-2016-1388,2016-01-04,,
CVE-2016-1389,2016-01-04,,
CVE-2016-1390,2016-01-04,,
CVE-2016-1391,2016-01-04,,
CVE-2016-1392,2016-01-04,,
CVE-2016-1393,2016-01-04,,
CVE-2016-1394,2016-01-04,,
CVE-2016-1395,2016-01-04,,
CVE-2016-1396,2016-01-04,,
CVE-2016-1397,2016-01-04,,
CVE-2016-1398,2016-01-04,,
CVE-2016-1399,2016-01-04,,
CVE-2016-1400,2016-01-04,,
CVE-2016-1401,2016-01-04,,
CVE-2016-1402,2016-01-04,,
CVE-2016-1403,2016-01-04,,
CVE-2016-1404,2016-01-04,,
CVE-2016-1405,2016-01-04,,
CVE-2016-1406,2016-01-04,,
CVE-2016-1407,2016-01-04,,
CVE-2016-1408,2016-01-04,,
CVE-2016-1409,2016-01-04,,
CVE-2016-1410,2016-01-04,,
CVE-2016-1411,2016-01-04,,
CVE-2016-1413,2016-01-04,,
CVE-2016-1415,2016-01-04,2016-10-12,282
CVE-2016-1416,2016-01-04,,
CVE-2016-1417,2016-01-04,,
CVE-2016-1418,2016-01-04,,
CVE-2016-1419,2016-01-04,,
CVE-2016-1420,2016-01-04,,
CVE-2016-1421,2016-01-04,,
CVE-2016-1423,2016-01-04,,
CVE-2016-1424,2016-01-04,,
CVE-2016-1425,2016-01-04,,
CVE-2016-1426,2016-01-04,,
CVE-2016-1427,2016-01-04,,
CVE-2016-1428,2016-01-04,,
CVE-2016-1429,2016-01-04,,
CVE-2016-1430,2016-01-04,,
CVE-2016-1431,2016-01-04,,
CVE-2016-1432,2016-01-04,,
CVE-2016-1433,2016-01-04,,
CVE-2016-1434,2016-01-04,,
CVE-2016-1435,2016-01-04,,
CVE-2016-1436,2016-01-04,,
CVE-2016-1437,2016-01-04,,
CVE-2016-1438,2016-01-04,,
CVE-2016-1439,2016-01-04,,
CVE-2016-1440,2016-01-04,,
CVE-2016-1441,2016-01-04,,
CVE-2016-1442,2016-01-04,,
CVE-2016-1443,2016-01-04,,
CVE-2016-1444,2016-01-04,,
CVE-2016-1445,2016-01-04,,
CVE-2016-1446,2016-01-04,,
CVE-2016-1447,2016-01-04,,
CVE-2016-1448,2016-01-04,,
CVE-2016-1449,2016-01-04,,
CVE-2016-1450,2016-01-04,,
CVE-2016-1451,2016-01-04,,
CVE-2016-1452,2016-01-04,,
CVE-2016-1453,2016-01-04,,
CVE-2016-1454,2016-01-04,,
CVE-2016-1455,2016-01-04,,
CVE-2016-1456,2016-01-04,,
CVE-2016-1457,2016-01-04,,
CVE-2016-1458,2016-01-04,,
CVE-2016-1459,2016-01-04,,
CVE-2016-1460,2016-01-04,,
CVE-2016-1461,2016-01-04,,
CVE-2016-1462,2016-01-04,,
CVE-2016-1463,2016-01-04,,
CVE-2016-1464,2016-01-04,2016-10-12,282
CVE-2016-1465,2016-01-04,,
CVE-2016-1466,2016-01-04,,
CVE-2016-1467,2016-01-04,,
CVE-2016-1468,2016-01-04,,
CVE-2016-1469,2016-01-04,,
CVE-2016-1470,2016-01-04,,
CVE-2016-1471,2016-01-04,,
CVE-2016-1472,2016-01-04,,
CVE-2016-1473,2016-01-04,,
CVE-2016-1474,2016-01-04,,
CVE-2016-1476,2016-01-04,,
CVE-2016-1477,2016-01-04,,
CVE-2016-1478,2016-01-04,,
CVE-2016-1479,2016-01-04,,
CVE-2016-1480,2016-01-04,,
CVE-2016-1481,2016-01-04,,
CVE-2016-1482,2016-01-04,,
CVE-2016-1483,2016-01-04,,
CVE-2016-1484,2016-01-04,,
CVE-2016-1485,2016-01-04,,
CVE-2016-1486,2016-01-04,,
CVE-2016-1488,2016-01-04,,
CVE-2016-1489,2016-01-04,,
CVE-2016-1490,2016-01-04,,
CVE-2016-1491,2016-01-04,,
CVE-2016-1492,2016-01-04,,
CVE-2016-1493,2016-01-04,,
CVE-2016-1494,2016-01-04,,
CVE-2016-1495,2016-01-05,,
CVE-2016-1496,2016-01-05,,
CVE-2016-1497,2016-01-06,,
CVE-2016-1498,2016-01-06,,
CVE-2016-1499,2016-01-06,,
CVE-2016-1500,2016-01-06,,
CVE-2016-1501,2016-01-06,,
CVE-2016-1502,2016-01-07,,
CVE-2016-1503,2016-01-07,,
CVE-2016-1504,2016-01-07,,
CVE-2016-1505,2016-01-07,,
CVE-2016-1513,2016-01-07,,
CVE-2016-1516,2016-01-07,,
CVE-2016-1517,2016-01-07,,
CVE-2016-1521,2016-01-07,,
CVE-2016-1522,2016-01-07,,
CVE-2016-1523,2016-01-07,,
CVE-2016-1524,2016-01-07,,
CVE-2016-1525,2016-01-07,2016-03-01,54
CVE-2016-1526,2016-01-07,,
CVE-2016-1531,2016-01-07,2016-03-09,62
CVE-2016-1541,2016-01-07,,
CVE-2016-1542,2016-01-07,,
CVE-2016-1543,2016-01-07,,
CVE-2016-1546,2016-01-07,,
CVE-2016-1547,2016-01-07,,
CVE-2016-1548,2016-01-07,,
CVE-2016-1549,2016-01-07,,
CVE-2016-1550,2016-01-07,,
CVE-2016-1551,2016-01-07,,
CVE-2016-1562,2016-01-07,,
CVE-2016-1563,2016-01-07,,
CVE-2016-1564,2016-01-08,,
CVE-2016-1565,2016-01-08,,
CVE-2016-1566,2016-01-08,,
CVE-2016-1567,2016-01-08,,
CVE-2016-1568,2016-01-09,,
CVE-2016-1569,2016-01-10,,
CVE-2016-1570,2016-01-11,,
CVE-2016-1571,2016-01-11,,
CVE-2016-1572,2016-01-12,,
CVE-2016-1575,2016-01-12,,
CVE-2016-1576,2016-01-12,,
CVE-2016-1577,2016-01-12,,
CVE-2016-1578,2016-01-12,,
CVE-2016-1580,2016-01-12,,
CVE-2016-1581,2016-01-12,,
CVE-2016-1582,2016-01-12,,
CVE-2016-1583,2016-01-12,2016-06-21,161
CVE-2016-1592,2016-01-12,,
CVE-2016-1593,2016-01-12,,
CVE-2016-1594,2016-01-12,,
CVE-2016-1595,2016-01-12,,
CVE-2016-1596,2016-01-12,,
CVE-2016-1597,2016-01-12,,
CVE-2016-1598,2016-01-12,,
CVE-2016-1599,2016-01-12,,
CVE-2016-1601,2016-01-12,,
CVE-2016-1602,2016-01-12,,
CVE-2016-1603,2016-01-12,,
CVE-2016-1605,2016-01-12,,
CVE-2016-1606,2016-01-12,,
CVE-2016-1607,2016-01-12,2016-07-25,195
CVE-2016-1608,2016-01-12,,
CVE-2016-1609,2016-01-12,,
CVE-2016-1610,2016-01-12,,
CVE-2016-1611,2016-01-12,,
CVE-2016-1612,2016-01-12,,
CVE-2016-1613,2016-01-12,,
CVE-2016-1614,2016-01-12,,
CVE-2016-1615,2016-01-12,,
CVE-2016-1616,2016-01-12,,
CVE-2016-1617,2016-01-12,,
CVE-2016-1618,2016-01-12,,
CVE-2016-1619,2016-01-12,,
CVE-2016-1620,2016-01-12,,
CVE-2016-1621,2016-01-12,,
CVE-2016-1622,2016-01-12,,
CVE-2016-1623,2016-01-12,,
CVE-2016-1624,2016-01-12,,
CVE-2016-1625,2016-01-12,,
CVE-2016-1626,2016-01-12,,
CVE-2016-1627,2016-01-12,,
CVE-2016-1628,2016-01-12,,
CVE-2016-1629,2016-01-12,,
CVE-2016-1630,2016-01-12,,
CVE-2016-1631,2016-01-12,,
CVE-2016-1632,2016-01-12,,
CVE-2016-1633,2016-01-12,,
CVE-2016-1634,2016-01-12,,
CVE-2016-1635,2016-01-12,,
CVE-2016-1636,2016-01-12,,
CVE-2016-1637,2016-01-12,,
CVE-2016-1638,2016-01-12,,
CVE-2016-1639,2016-01-12,,
CVE-2016-1640,2016-01-12,,
CVE-2016-1641,2016-01-12,,
CVE-2016-1642,2016-01-12,,
CVE-2016-1643,2016-01-12,,
CVE-2016-1644,2016-01-12,,
CVE-2016-1645,2016-01-12,,
CVE-2016-1646,2016-01-12,,
CVE-2016-1647,2016-01-12,,
CVE-2016-1648,2016-01-12,,
CVE-2016-1649,2016-01-12,,
CVE-2016-1650,2016-01-12,,
CVE-2016-1651,2016-01-12,,
CVE-2016-1652,2016-01-12,,
CVE-2016-1653,2016-01-12,,
CVE-2016-1654,2016-01-12,,
CVE-2016-1655,2016-01-12,,
CVE-2016-1656,2016-01-12,,
CVE-2016-1657,2016-01-12,,
CVE-2016-1658,2016-01-12,,
CVE-2016-1659,2016-01-12,,
CVE-2016-1660,2016-01-12,,
CVE-2016-1661,2016-01-12,,
CVE-2016-1662,2016-01-12,,
CVE-2016-1663,2016-01-12,,
CVE-2016-1664,2016-01-12,,
CVE-2016-1665,2016-01-12,,
CVE-2016-1666,2016-01-12,,
CVE-2016-1667,2016-01-12,,
CVE-2016-1668,2016-01-12,,
CVE-2016-1669,2016-01-12,,
CVE-2016-1670,2016-01-12,,
CVE-2016-1671,2016-01-12,,
CVE-2016-1672,2016-01-12,,
CVE-2016-1673,2016-01-12,,
CVE-2016-1674,2016-01-12,,
CVE-2016-1675,2016-01-12,,
CVE-2016-1676,2016-01-12,,
CVE-2016-1677,2016-01-12,,
CVE-2016-1678,2016-01-12,,
CVE-2016-1679,2016-01-12,,
CVE-2016-1680,2016-01-12,,
CVE-2016-1681,2016-01-12,,
CVE-2016-1682,2016-01-12,,
CVE-2016-1683,2016-01-12,,
CVE-2016-1684,2016-01-12,,
CVE-2016-1685,2016-01-12,,
CVE-2016-1686,2016-01-12,,
CVE-2016-1687,2016-01-12,,
CVE-2016-1688,2016-01-12,,
CVE-2016-1689,2016-01-12,,
CVE-2016-1690,2016-01-12,,
CVE-2016-1691,2016-01-12,,
CVE-2016-1692,2016-01-12,,
CVE-2016-1693,2016-01-12,,
CVE-2016-1694,2016-01-12,,
CVE-2016-1695,2016-01-12,,
CVE-2016-1696,2016-01-12,,
CVE-2016-1697,2016-01-12,,
CVE-2016-1698,2016-01-12,,
CVE-2016-1699,2016-01-12,,
CVE-2016-1700,2016-01-12,,
CVE-2016-1701,2016-01-12,,
CVE-2016-1702,2016-01-12,,
CVE-2016-1703,2016-01-12,,
CVE-2016-1704,2016-01-12,,
CVE-2016-1705,2016-01-12,,
CVE-2016-1706,2016-01-12,,
CVE-2016-1707,2016-01-12,,
CVE-2016-1708,2016-01-12,,
CVE-2016-1709,2016-01-12,,
CVE-2016-1710,2016-01-12,,
CVE-2016-1711,2016-01-12,,
CVE-2016-1712,2016-01-12,,
CVE-2016-1714,2016-01-12,,
CVE-2016-1715,2016-01-12,,
CVE-2016-1716,2016-01-13,,
CVE-2016-1717,2016-01-13,,
CVE-2016-1718,2016-01-13,,
CVE-2016-1719,2016-01-13,2016-01-28,15
CVE-2016-1720,2016-01-13,2016-01-28,15
CVE-2016-1721,2016-01-13,2016-01-28,15
CVE-2016-1722,2016-01-13,,
CVE-2016-1723,2016-01-13,,
CVE-2016-1724,2016-01-13,,
CVE-2016-1725,2016-01-13,,
CVE-2016-1726,2016-01-13,,
CVE-2016-1727,2016-01-13,,
CVE-2016-1728,2016-01-13,,
CVE-2016-1729,2016-01-13,,
CVE-2016-1730,2016-01-13,,
CVE-2016-1731,2016-01-13,,
CVE-2016-1732,2016-01-13,,
CVE-2016-1733,2016-01-13,,
CVE-2016-1734,2016-01-13,,
CVE-2016-1735,2016-01-13,,
CVE-2016-1736,2016-01-13,,
CVE-2016-1737,2016-01-13,,
CVE-2016-1738,2016-01-13,,
CVE-2016-1740,2016-01-13,,
CVE-2016-1741,2016-01-13,2016-03-23,70
CVE-2016-1742,2016-01-13,,
CVE-2016-1743,2016-01-13,,
CVE-2016-1744,2016-01-13,2016-03-23,70
CVE-2016-1745,2016-01-13,,
CVE-2016-1746,2016-01-13,,
CVE-2016-1747,2016-01-13,,
CVE-2016-1748,2016-01-13,,
CVE-2016-1749,2016-01-13,2016-03-23,70
CVE-2016-1750,2016-01-13,,
CVE-2016-1751,2016-01-13,,
CVE-2016-1752,2016-01-13,,
CVE-2016-1753,2016-01-13,,
CVE-2016-1754,2016-01-13,,
CVE-2016-1755,2016-01-13,2016-03-23,70
CVE-2016-1756,2016-01-13,,
