cve,assign_date,edb_date,date_diff
CVE-2015-0831,2015-01-07,,
CVE-2015-0832,2015-01-07,,
CVE-2015-0833,2015-01-07,,
CVE-2015-0834,2015-01-07,,
CVE-2015-0835,2015-01-07,,
CVE-2015-0836,2015-01-07,,
CVE-2015-0838,2015-01-07,,
CVE-2015-0840,2015-01-07,,
CVE-2015-0844,2015-01-07,,
CVE-2015-0845,2015-01-07,,
CVE-2015-0846,2015-01-07,,
CVE-2015-0847,2015-01-07,,
CVE-2015-0848,2015-01-07,,
CVE-2015-0850,2015-01-07,,
CVE-2015-0851,2015-01-07,,
CVE-2015-0852,2015-01-07,,
CVE-2015-0854,2015-01-07,,
CVE-2015-0855,2015-01-07,,
CVE-2015-0856,2015-01-07,,
CVE-2015-0857,2015-01-07,,
CVE-2015-0858,2015-01-07,,
CVE-2015-0859,2015-01-07,,
CVE-2015-0860,2015-01-07,,
CVE-2015-0861,2015-01-07,,
CVE-2015-0862,2015-01-07,,
CVE-2015-0863,2015-01-07,,
CVE-2015-0864,2015-01-07,,
CVE-2015-0866,2015-01-07,,
CVE-2015-0867,2015-01-08,,
CVE-2015-0868,2015-01-08,,
CVE-2015-0869,2015-01-08,,
CVE-2015-0870,2015-01-08,,
CVE-2015-0871,2015-01-08,,
CVE-2015-0873,2015-01-08,,
CVE-2015-0875,2015-01-08,,
CVE-2015-0876,2015-01-08,,
CVE-2015-0877,2015-01-08,,
CVE-2015-0878,2015-01-08,,
CVE-2015-0879,2015-01-08,,
CVE-2015-0880,2015-01-08,,
CVE-2015-0881,2015-01-08,,
CVE-2015-0882,2015-01-08,,
CVE-2015-0883,2015-01-08,,
CVE-2015-0884,2015-01-08,,
CVE-2015-0885,2015-01-08,,
CVE-2015-0886,2015-01-08,,
CVE-2015-0887,2015-01-08,,
CVE-2015-0888,2015-01-08,,
CVE-2015-0889,2015-01-08,,
CVE-2015-0890,2015-01-08,,
CVE-2015-0891,2015-01-08,,
CVE-2015-0892,2015-01-08,,
CVE-2015-0893,2015-01-08,,
CVE-2015-0894,2015-01-08,,
CVE-2015-0895,2015-01-08,,
CVE-2015-0896,2015-01-08,,
CVE-2015-0898,2015-01-08,,
CVE-2015-0899,2015-01-08,,
CVE-2015-0900,2015-01-08,,
CVE-2015-0901,2015-01-08,,
CVE-2015-0902,2015-01-08,,
CVE-2015-0903,2015-01-08,,
CVE-2015-0905,2015-01-08,,
CVE-2015-0906,2015-01-08,,
CVE-2015-0907,2015-01-08,,
CVE-2015-0910,2015-01-08,,
CVE-2015-0911,2015-01-08,,
CVE-2015-0912,2015-01-08,,
CVE-2015-0913,2015-01-08,,
CVE-2015-0914,2015-01-08,,
CVE-2015-0915,2015-01-08,,
CVE-2015-0916,2015-01-08,,
CVE-2015-0917,2015-01-08,,
CVE-2015-0918,2015-01-08,,
CVE-2015-0919,2015-01-08,,
CVE-2015-0920,2015-01-08,,
CVE-2015-0921,2015-01-09,,
CVE-2015-0922,2015-01-09,,
CVE-2015-0923,2015-01-10,,
CVE-2015-0924,2015-01-10,,
CVE-2015-0925,2015-01-10,2015-03-16,65
CVE-2015-0926,2015-01-10,,
CVE-2015-0929,2015-01-10,,
CVE-2015-0930,2015-01-10,,
CVE-2015-0931,2015-01-10,,
CVE-2015-0932,2015-01-10,,
CVE-2015-0933,2015-01-10,,
CVE-2015-0934,2015-01-10,,
CVE-2015-0935,2015-01-10,,
CVE-2015-0937,2015-01-10,,
CVE-2015-0938,2015-01-10,,
CVE-2015-0941,2015-01-10,,
CVE-2015-0943,2015-01-10,,
CVE-2015-0950,2015-01-10,,
CVE-2015-0951,2015-01-10,,
CVE-2015-0961,2015-01-10,,
CVE-2015-0962,2015-01-10,,
CVE-2015-0967,2015-01-10,,
CVE-2015-0968,2015-01-10,,
CVE-2015-0969,2015-01-10,,
CVE-2015-0970,2015-01-10,,
CVE-2015-0971,2015-01-10,,
CVE-2015-0972,2015-01-10,,
CVE-2015-0973,2015-01-10,,
CVE-2015-0976,2015-01-10,,
CVE-2015-0977,2015-01-10,,
CVE-2015-0978,2015-01-10,,
CVE-2015-0979,2015-01-10,,
CVE-2015-0980,2015-01-10,,
CVE-2015-0981,2015-01-10,,
CVE-2015-0982,2015-01-10,,
CVE-2015-0984,2015-01-10,,
CVE-2015-0985,2015-01-10,,
CVE-2015-0986,2015-01-10,,
CVE-2015-0987,2015-01-10,,
CVE-2015-0988,2015-01-10,,
CVE-2015-0989,2015-01-10,,
CVE-2015-0990,2015-01-10,,
CVE-2015-0991,2015-01-10,,
CVE-2015-0992,2015-01-10,,
CVE-2015-0993,2015-01-10,,
CVE-2015-0994,2015-01-10,,
CVE-2015-0995,2015-01-10,,
CVE-2015-0996,2015-01-10,,
CVE-2015-0997,2015-01-10,,
CVE-2015-0998,2015-01-10,,
CVE-2015-0999,2015-01-10,,
CVE-2015-1000,2015-01-10,,
CVE-2015-1000000,2016-06-07,,
CVE-2015-1000001,2016-06-07,,
CVE-2015-1000002,2016-06-07,,
CVE-2015-1000003,2016-06-07,,
CVE-2015-1000004,2016-06-07,,
CVE-2015-1000005,2016-06-07,,
CVE-2015-1000006,2016-06-07,,
CVE-2015-1000007,2016-06-07,,
CVE-2015-1000008,2016-06-07,,
CVE-2015-1000009,2016-06-07,,
CVE-2015-1000010,2016-06-07,,
CVE-2015-1000011,2016-06-07,,
CVE-2015-1000012,2016-06-07,,
CVE-2015-1000013,2016-06-07,,
CVE-2015-1001,2015-01-10,,
CVE-2015-1002,2015-01-10,,
CVE-2015-1003,2015-01-10,,
CVE-2015-1005,2015-01-10,,
CVE-2015-1008,2015-01-10,,
CVE-2015-1009,2015-01-10,,
CVE-2015-1010,2015-01-10,,
CVE-2015-1011,2015-01-10,,
CVE-2015-1013,2015-01-10,,
CVE-2015-1015,2015-01-10,,
CVE-2015-1026,2015-01-10,,
CVE-2015-1028,2015-01-10,,
CVE-2015-1029,2015-01-10,,
CVE-2015-1030,2015-01-10,,
CVE-2015-1031,2015-01-10,,
CVE-2015-1032,2015-01-10,,
CVE-2015-1038,2015-01-11,,
CVE-2015-1039,2015-01-11,,
CVE-2015-1040,2015-01-11,,
CVE-2015-1041,2015-01-11,,
CVE-2015-1042,2015-01-11,,
CVE-2015-1043,2015-01-12,,
CVE-2015-1044,2015-01-12,,
CVE-2015-1047,2015-01-12,,
CVE-2015-1048,2015-01-12,,
CVE-2015-1049,2015-01-13,,
CVE-2015-1050,2015-01-15,,
CVE-2015-1051,2015-01-15,,
CVE-2015-1052,2015-01-15,,
CVE-2015-1053,2015-01-16,,
CVE-2015-1054,2015-01-16,,
CVE-2015-1055,2015-01-16,,
CVE-2015-1056,2015-01-16,,
CVE-2015-1057,2015-01-16,2015-01-03,-13
CVE-2015-1058,2015-01-16,,
CVE-2015-1059,2015-01-16,,
CVE-2015-1060,2015-01-16,,
CVE-2015-1061,2015-01-16,,
CVE-2015-1062,2015-01-16,,
CVE-2015-1063,2015-01-16,,
CVE-2015-1064,2015-01-16,,
CVE-2015-1065,2015-01-16,,
CVE-2015-1066,2015-01-16,,
CVE-2015-1067,2015-01-16,,
CVE-2015-1068,2015-01-16,,
CVE-2015-1069,2015-01-16,,
CVE-2015-1070,2015-01-16,,
CVE-2015-1071,2015-01-16,,
CVE-2015-1072,2015-01-16,,
CVE-2015-1073,2015-01-16,,
CVE-2015-1074,2015-01-16,,
CVE-2015-1075,2015-01-16,,
CVE-2015-1076,2015-01-16,,
CVE-2015-1077,2015-01-16,,
CVE-2015-1078,2015-01-16,,
CVE-2015-1079,2015-01-16,,
CVE-2015-1080,2015-01-16,,
CVE-2015-1081,2015-01-16,,
CVE-2015-1082,2015-01-16,,
CVE-2015-1083,2015-01-16,,
CVE-2015-1084,2015-01-16,,
CVE-2015-1085,2015-01-16,,
CVE-2015-1086,2015-01-16,,
CVE-2015-1087,2015-01-16,,
CVE-2015-1088,2015-01-16,,
CVE-2015-1089,2015-01-16,,
CVE-2015-1090,2015-01-16,,
CVE-2015-1091,2015-01-16,,
CVE-2015-1092,2015-01-16,,
CVE-2015-1093,2015-01-16,,
CVE-2015-1094,2015-01-16,,
CVE-2015-1095,2015-01-16,,
CVE-2015-1096,2015-01-16,,
CVE-2015-1097,2015-01-16,,
CVE-2015-1098,2015-01-16,,
CVE-2015-1099,2015-01-16,,
CVE-2015-1100,2015-01-16,,
CVE-2015-1101,2015-01-16,,
CVE-2015-1102,2015-01-16,,
CVE-2015-1103,2015-01-16,,
CVE-2015-1104,2015-01-16,,
CVE-2015-1105,2015-01-16,,
CVE-2015-1106,2015-01-16,,
CVE-2015-1107,2015-01-16,,
CVE-2015-1108,2015-01-16,,
CVE-2015-1109,2015-01-16,,
CVE-2015-1110,2015-01-16,,
CVE-2015-1111,2015-01-16,,
CVE-2015-1112,2015-01-16,,
CVE-2015-1113,2015-01-16,,
CVE-2015-1114,2015-01-16,,
CVE-2015-1115,2015-01-16,,
CVE-2015-1116,2015-01-16,,
CVE-2015-1117,2015-01-16,,
CVE-2015-1118,2015-01-16,,
CVE-2015-1119,2015-01-16,,
CVE-2015-1120,2015-01-16,,
CVE-2015-1121,2015-01-16,,
CVE-2015-1122,2015-01-16,,
CVE-2015-1123,2015-01-16,,
CVE-2015-1124,2015-01-16,,
CVE-2015-1125,2015-01-16,,
CVE-2015-1126,2015-01-16,,
CVE-2015-1127,2015-01-16,,
CVE-2015-1128,2015-01-16,,
CVE-2015-1129,2015-01-16,,
CVE-2015-1130,2015-01-16,2015-04-09,83
CVE-2015-1131,2015-01-16,,
CVE-2015-1132,2015-01-16,,
CVE-2015-1133,2015-01-16,,
CVE-2015-1134,2015-01-16,,
CVE-2015-1135,2015-01-16,,
CVE-2015-1136,2015-01-16,,
CVE-2015-1137,2015-01-16,,
CVE-2015-1138,2015-01-16,,
CVE-2015-1139,2015-01-16,,
CVE-2015-1140,2015-01-16,,
CVE-2015-1141,2015-01-16,,
CVE-2015-1142,2015-01-16,,
CVE-2015-1143,2015-01-16,,
CVE-2015-1144,2015-01-16,,
CVE-2015-1145,2015-01-16,,
CVE-2015-1146,2015-01-16,,
CVE-2015-1147,2015-01-16,,
CVE-2015-1148,2015-01-16,,
CVE-2015-1149,2015-01-16,,
CVE-2015-1150,2015-01-16,,
CVE-2015-1151,2015-01-16,,
CVE-2015-1152,2015-01-16,,
CVE-2015-1153,2015-01-16,,
CVE-2015-1154,2015-01-16,,
CVE-2015-1155,2015-01-16,,
CVE-2015-1156,2015-01-16,,
CVE-2015-1157,2015-01-16,,
CVE-2015-1158,2015-01-16,2015-06-22,157
CVE-2015-1159,2015-01-16,,
CVE-2015-1164,2015-01-17,,
CVE-2015-1165,2015-01-17,,
CVE-2015-1169,2015-01-17,,
CVE-2015-1170,2015-01-17,,
CVE-2015-1171,2015-01-17,,
CVE-2015-1172,2015-01-17,,
CVE-2015-1173,2015-01-17,,
CVE-2015-1175,2015-01-17,,
CVE-2015-1176,2015-01-17,,
CVE-2015-1178,2015-01-17,,
CVE-2015-1179,2015-01-17,,
CVE-2015-1180,2015-01-17,,
CVE-2015-1182,2015-01-17,,
CVE-2015-1188,2015-01-17,,
CVE-2015-1191,2015-01-18,,
CVE-2015-1192,2015-01-18,,
CVE-2015-1193,2015-01-18,,
CVE-2015-1194,2015-01-18,,
CVE-2015-1195,2015-01-18,,
CVE-2015-1196,2015-01-18,,
CVE-2015-1197,2015-01-18,,
CVE-2015-1200,2015-01-18,,
CVE-2015-1201,2015-01-20,,
CVE-2015-1204,2015-01-21,,
CVE-2015-1205,2015-01-21,,
CVE-2015-1209,2015-01-21,,
CVE-2015-1210,2015-01-21,,
CVE-2015-1211,2015-01-21,,
CVE-2015-1212,2015-01-21,,
CVE-2015-1213,2015-01-21,,
CVE-2015-1214,2015-01-21,,
CVE-2015-1215,2015-01-21,,
CVE-2015-1216,2015-01-21,,
CVE-2015-1217,2015-01-21,,
CVE-2015-1218,2015-01-21,,
CVE-2015-1219,2015-01-21,,
CVE-2015-1220,2015-01-21,,
CVE-2015-1221,2015-01-21,,
CVE-2015-1222,2015-01-21,,
CVE-2015-1223,2015-01-21,,
CVE-2015-1224,2015-01-21,,
CVE-2015-1225,2015-01-21,,
CVE-2015-1226,2015-01-21,,
CVE-2015-1227,2015-01-21,,
CVE-2015-1228,2015-01-21,,
CVE-2015-1229,2015-01-21,,
CVE-2015-1230,2015-01-21,,
CVE-2015-1231,2015-01-21,,
CVE-2015-1232,2015-01-21,,
CVE-2015-1233,2015-01-21,,
CVE-2015-1234,2015-01-21,,
CVE-2015-1235,2015-01-21,,
CVE-2015-1236,2015-01-21,,
CVE-2015-1237,2015-01-21,,
CVE-2015-1238,2015-01-21,,
CVE-2015-1240,2015-01-21,,
CVE-2015-1241,2015-01-21,,
CVE-2015-1242,2015-01-21,,
CVE-2015-1243,2015-01-21,,
CVE-2015-1244,2015-01-21,,
CVE-2015-1245,2015-01-21,,
CVE-2015-1246,2015-01-21,,
CVE-2015-1247,2015-01-21,,
CVE-2015-1248,2015-01-21,,
CVE-2015-1249,2015-01-21,,
CVE-2015-1250,2015-01-21,,
CVE-2015-1251,2015-01-21,,
CVE-2015-1252,2015-01-21,,
CVE-2015-1253,2015-01-21,,
CVE-2015-1254,2015-01-21,,
CVE-2015-1255,2015-01-21,,
CVE-2015-1256,2015-01-21,,
CVE-2015-1257,2015-01-21,,
CVE-2015-1258,2015-01-21,,
CVE-2015-1259,2015-01-21,,
CVE-2015-1260,2015-01-21,,
CVE-2015-1261,2015-01-21,,
CVE-2015-1262,2015-01-21,,
CVE-2015-1263,2015-01-21,,
CVE-2015-1264,2015-01-21,,
CVE-2015-1265,2015-01-21,,
CVE-2015-1266,2015-01-21,,
CVE-2015-1267,2015-01-21,,
CVE-2015-1268,2015-01-21,,
CVE-2015-1269,2015-01-21,,
CVE-2015-1270,2015-01-21,,
CVE-2015-1271,2015-01-21,,
CVE-2015-1272,2015-01-21,,
CVE-2015-1273,2015-01-21,,
CVE-2015-1274,2015-01-21,,
CVE-2015-1275,2015-01-21,,
CVE-2015-1276,2015-01-21,,
CVE-2015-1277,2015-01-21,,
CVE-2015-1278,2015-01-21,,
CVE-2015-1279,2015-01-21,,
CVE-2015-1280,2015-01-21,,
CVE-2015-1281,2015-01-21,,
CVE-2015-1282,2015-01-21,,
CVE-2015-1283,2015-01-21,,
CVE-2015-1284,2015-01-21,,
CVE-2015-1285,2015-01-21,,
CVE-2015-1286,2015-01-21,,
CVE-2015-1287,2015-01-21,,
CVE-2015-1288,2015-01-21,,
CVE-2015-1289,2015-01-21,,
CVE-2015-1291,2015-01-21,,
CVE-2015-1292,2015-01-21,,
CVE-2015-1293,2015-01-21,,
CVE-2015-1294,2015-01-21,,
CVE-2015-1295,2015-01-21,,
CVE-2015-1296,2015-01-21,,
CVE-2015-1297,2015-01-21,,
CVE-2015-1298,2015-01-21,,
CVE-2015-1299,2015-01-21,,
CVE-2015-1300,2015-01-21,,
CVE-2015-1301,2015-01-21,,
CVE-2015-1302,2015-01-21,,
CVE-2015-1303,2015-01-21,,
CVE-2015-1304,2015-01-21,,
CVE-2015-1305,2015-01-22,,
CVE-2015-1306,2015-01-22,,
CVE-2015-1307,2015-01-22,,
CVE-2015-1308,2015-01-22,,
CVE-2015-1309,2015-01-22,,
CVE-2015-1310,2015-01-22,,
CVE-2015-1311,2015-01-22,,
CVE-2015-1312,2015-01-22,,
CVE-2015-1314,2015-01-22,,
CVE-2015-1315,2015-01-22,,
CVE-2015-1317,2015-01-22,,
CVE-2015-1318,2015-01-22,2015-04-14,82
CVE-2015-1319,2015-01-22,,
CVE-2015-1321,2015-01-22,,
CVE-2015-1322,2015-01-22,,
CVE-2015-1328,2015-01-22,2015-06-16,145
CVE-2015-1330,2015-01-22,,
CVE-2015-1331,2015-01-22,,
CVE-2015-1333,2015-01-22,,
CVE-2015-1334,2015-01-22,,
CVE-2015-1335,2015-01-22,,
CVE-2015-1337,2015-01-22,,
CVE-2015-1338,2015-01-22,,
CVE-2015-1339,2015-01-22,,
CVE-2015-1342,2015-01-22,,
CVE-2015-1344,2015-01-22,,
CVE-2015-1345,2015-01-22,,
CVE-2015-1346,2015-01-22,,
CVE-2015-1347,2015-01-23,,
CVE-2015-1348,2015-01-23,,
CVE-2015-1349,2015-01-23,,
CVE-2015-1350,2015-01-24,,
CVE-2015-1351,2015-01-24,,
CVE-2015-1352,2015-01-24,,
CVE-2015-1355,2015-01-26,,
CVE-2015-1356,2015-01-26,,
CVE-2015-1357,2015-01-26,,
CVE-2015-1358,2015-01-26,,
CVE-2015-1359,2015-01-26,,
CVE-2015-1360,2015-01-26,,
CVE-2015-1361,2015-01-26,,
CVE-2015-1362,2015-01-27,,
CVE-2015-1363,2015-01-27,,
CVE-2015-1364,2015-01-27,,
CVE-2015-1365,2015-01-27,,
CVE-2015-1366,2015-01-27,,
CVE-2015-1367,2015-01-27,,
CVE-2015-1368,2015-01-27,,
CVE-2015-1369,2015-01-27,,
CVE-2015-1370,2015-01-27,,
CVE-2015-1371,2015-01-27,2015-01-26,-1
CVE-2015-1372,2015-01-27,,
CVE-2015-1373,2015-01-27,,
CVE-2015-1374,2015-01-27,,
CVE-2015-1375,2015-01-27,,
CVE-2015-1376,2015-01-27,,
CVE-2015-1377,2015-01-27,,
CVE-2015-1380,2015-01-27,,
CVE-2015-1381,2015-01-27,,
CVE-2015-1382,2015-01-27,,
CVE-2015-1383,2015-01-27,,
CVE-2015-1384,2015-01-27,,
CVE-2015-1385,2015-01-27,,
CVE-2015-1388,2015-01-27,,
CVE-2015-1389,2015-01-27,,
CVE-2015-1392,2015-01-27,,
CVE-2015-1393,2015-01-27,,
CVE-2015-1397,2015-01-27,,
CVE-2015-1398,2015-01-27,,
CVE-2015-1399,2015-01-27,,
CVE-2015-1400,2015-01-27,,
CVE-2015-1402,2015-01-27,,
CVE-2015-1403,2015-01-27,,
CVE-2015-1404,2015-01-27,,
CVE-2015-1405,2015-01-27,,
CVE-2015-1414,2015-01-27,,
CVE-2015-1415,2015-01-27,,
CVE-2015-1419,2015-01-27,,
CVE-2015-1420,2015-01-29,,
CVE-2015-1421,2015-01-29,,
CVE-2015-1422,2015-01-29,,
CVE-2015-1423,2015-01-29,,
CVE-2015-1424,2015-01-29,,
CVE-2015-1426,2015-01-30,,
CVE-2015-1427,2015-01-31,2015-03-11,39
CVE-2015-1428,2015-01-31,,
CVE-2015-1431,2015-01-31,,
CVE-2015-1432,2015-01-31,,
CVE-2015-1433,2015-01-31,,
CVE-2015-1434,2015-01-31,,
CVE-2015-1435,2015-01-31,,
CVE-2015-1436,2015-01-31,,
CVE-2015-1437,2015-01-31,,
CVE-2015-1441,2015-01-31,,
CVE-2015-1442,2015-02-01,,
CVE-2015-1444,2015-02-01,,
CVE-2015-1448,2015-02-02,,
CVE-2015-1449,2015-02-02,,
CVE-2015-1450,2015-02-02,,
CVE-2015-1451,2015-02-02,,
CVE-2015-1452,2015-02-02,,
CVE-2015-1453,2015-02-02,,
CVE-2015-1454,2015-02-02,,
CVE-2015-1455,2015-02-03,,
CVE-2015-1456,2015-02-03,,
CVE-2015-1457,2015-02-03,,
CVE-2015-1458,2015-02-03,,
CVE-2015-1459,2015-02-03,,
CVE-2015-1460,2015-02-03,,
CVE-2015-1461,2015-02-03,,
CVE-2015-1462,2015-02-03,,
CVE-2015-1463,2015-02-03,,
CVE-2015-1464,2015-02-03,,
CVE-2015-1465,2015-02-03,,
CVE-2015-1467,2015-02-03,,
CVE-2015-1469,2015-02-03,,
CVE-2015-1471,2015-02-03,,
CVE-2015-1472,2015-02-03,,
CVE-2015-1473,2015-02-03,,
CVE-2015-1474,2015-02-04,,
CVE-2015-1475,2015-02-04,,
CVE-2015-1476,2015-02-04,,
CVE-2015-1477,2015-02-04,,
CVE-2015-1478,2015-02-04,,
CVE-2015-1479,2015-02-04,,
CVE-2015-1480,2015-02-04,,
CVE-2015-1481,2015-02-04,,
CVE-2015-1482,2015-02-04,,
CVE-2015-1483,2015-02-05,,
CVE-2015-1484,2015-02-05,,
CVE-2015-1485,2015-02-05,,
CVE-2015-1486,2015-02-05,2015-08-18,194
CVE-2015-1487,2015-02-05,,
CVE-2015-1488,2015-02-05,,
CVE-2015-1489,2015-02-05,,
CVE-2015-1490,2015-02-05,,
CVE-2015-1491,2015-02-05,,
CVE-2015-1492,2015-02-05,,
CVE-2015-1493,2015-02-05,,
CVE-2015-1494,2015-02-05,2015-02-16,11
CVE-2015-1495,2015-02-05,,
CVE-2015-1496,2015-02-05,,
CVE-2015-1497,2015-02-05,2015-02-24,19
CVE-2015-1498,2015-02-05,,
CVE-2015-1499,2015-02-05,,
CVE-2015-1500,2015-02-05,,
CVE-2015-1501,2015-02-05,,
CVE-2015-1512,2015-02-06,,
CVE-2015-1513,2015-02-06,,
CVE-2015-1514,2015-02-06,,
CVE-2015-1515,2015-02-06,,
CVE-2015-1516,2015-02-06,,
CVE-2015-1517,2015-02-06,,
CVE-2015-1518,2015-02-06,,
CVE-2015-1528,2015-02-06,,
CVE-2015-1536,2015-02-06,,
CVE-2015-1538,2015-02-06,2015-09-09,215
CVE-2015-1539,2015-02-06,,
CVE-2015-1541,2015-02-06,,
CVE-2015-1545,2015-02-07,,
CVE-2015-1546,2015-02-07,,
CVE-2015-1547,2015-02-07,,
CVE-2015-1548,2015-02-07,,
CVE-2015-1550,2015-02-07,,
CVE-2015-1551,2015-02-07,,
CVE-2015-1558,2015-02-08,,
CVE-2015-1559,2015-02-08,,
CVE-2015-1560,2015-02-08,,
CVE-2015-1561,2015-02-08,,
CVE-2015-1562,2015-02-08,,
CVE-2015-1563,2015-02-08,,
CVE-2015-1564,2015-02-09,,
CVE-2015-1565,2015-02-09,,
CVE-2015-1566,2015-02-09,,
CVE-2015-1567,2015-02-09,,
CVE-2015-1568,2015-02-09,,
CVE-2015-1569,2015-02-10,,
CVE-2015-1570,2015-02-10,,
CVE-2015-1571,2015-02-10,,
CVE-2015-1572,2015-02-10,,
CVE-2015-1573,2015-02-10,,
CVE-2015-1574,2015-02-11,,
CVE-2015-1575,2015-02-11,,
CVE-2015-1576,2015-02-11,,
CVE-2015-1577,2015-02-11,,
CVE-2015-1578,2015-02-11,,
CVE-2015-1579,2015-02-11,,
CVE-2015-1580,2015-02-11,,
CVE-2015-1581,2015-02-11,,
CVE-2015-1582,2015-02-11,,
CVE-2015-1585,2015-02-11,,
CVE-2015-1587,2015-02-11,2014-10-29,-105
CVE-2015-1589,2015-02-12,,
CVE-2015-1592,2015-02-12,,
CVE-2015-1593,2015-02-13,,
CVE-2015-1594,2015-02-13,,
CVE-2015-1595,2015-02-13,,
CVE-2015-1596,2015-02-13,,
CVE-2015-1597,2015-02-13,,
CVE-2015-1598,2015-02-13,,
CVE-2015-1599,2015-02-13,,
CVE-2015-1601,2015-02-13,,
CVE-2015-1602,2015-02-13,,
CVE-2015-1603,2015-02-14,,
CVE-2015-1604,2015-02-14,,
CVE-2015-1605,2015-02-14,,
CVE-2015-1608,2015-02-15,,
CVE-2015-1609,2015-02-15,,
CVE-2015-1610,2015-02-15,,
CVE-2015-1611,2015-02-15,,
CVE-2015-1612,2015-02-15,,
CVE-2015-1613,2015-02-16,,
CVE-2015-1614,2015-02-16,,
CVE-2015-1616,2015-02-17,,
CVE-2015-1617,2015-02-17,,
CVE-2015-1618,2015-02-17,,
CVE-2015-1619,2015-02-17,,
CVE-2015-1621,2015-02-17,,
CVE-2015-1622,2015-02-17,,
CVE-2015-1623,2015-02-17,,
CVE-2015-1624,2015-02-17,,
CVE-2015-1625,2015-02-17,,
CVE-2015-1626,2015-02-17,,
CVE-2015-1627,2015-02-17,,
CVE-2015-1628,2015-02-17,,
CVE-2015-1629,2015-02-17,,
CVE-2015-1630,2015-02-17,,
CVE-2015-1631,2015-02-17,,
CVE-2015-1632,2015-02-17,,
CVE-2015-1633,2015-02-17,,
CVE-2015-1634,2015-02-17,,
CVE-2015-1635,2015-02-17,,
CVE-2015-1636,2015-02-17,,
CVE-2015-1637,2015-02-17,,
CVE-2015-1638,2015-02-17,,
CVE-2015-1639,2015-02-17,,
CVE-2015-1640,2015-02-17,,
CVE-2015-1641,2015-02-17,,
CVE-2015-1642,2015-02-17,,
CVE-2015-1643,2015-02-17,,
CVE-2015-1644,2015-02-17,,
CVE-2015-1645,2015-02-17,,
CVE-2015-1646,2015-02-17,,
CVE-2015-1647,2015-02-17,,
CVE-2015-1648,2015-02-17,,
CVE-2015-1649,2015-02-17,,
CVE-2015-1650,2015-02-17,,
CVE-2015-1651,2015-02-17,,
CVE-2015-1652,2015-02-17,,
CVE-2015-1653,2015-02-17,,
CVE-2015-1657,2015-02-17,,
CVE-2015-1658,2015-02-17,,
CVE-2015-1659,2015-02-17,,
CVE-2015-1660,2015-02-17,,
CVE-2015-1661,2015-02-17,,
CVE-2015-1662,2015-02-17,,
CVE-2015-1665,2015-02-17,,
CVE-2015-1666,2015-02-17,,
CVE-2015-1667,2015-02-17,,
CVE-2015-1668,2015-02-17,,
CVE-2015-1670,2015-02-17,,
CVE-2015-1671,2015-02-17,,
CVE-2015-1672,2015-02-17,,
CVE-2015-1673,2015-02-17,,
CVE-2015-1674,2015-02-17,,
CVE-2015-1675,2015-02-17,,
CVE-2015-1676,2015-02-17,2015-05-18,90
CVE-2015-1677,2015-02-17,,
CVE-2015-1678,2015-02-17,,
CVE-2015-1679,2015-02-17,,
CVE-2015-1680,2015-02-17,,
CVE-2015-1681,2015-02-17,,
CVE-2015-1682,2015-02-17,,
CVE-2015-1683,2015-02-17,,
CVE-2015-1684,2015-02-17,,
CVE-2015-1685,2015-02-17,,
CVE-2015-1686,2015-02-17,,
CVE-2015-1687,2015-02-17,,
CVE-2015-1688,2015-02-17,,
CVE-2015-1689,2015-02-17,,
CVE-2015-1691,2015-02-17,,
CVE-2015-1692,2015-02-17,,
CVE-2015-1694,2015-02-17,,
CVE-2015-1695,2015-02-17,,
CVE-2015-1696,2015-02-17,,
CVE-2015-1697,2015-02-17,,
CVE-2015-1698,2015-02-17,,
CVE-2015-1699,2015-02-17,,
CVE-2015-1700,2015-02-17,,
CVE-2015-1701,2015-02-17,2015-06-24,127
CVE-2015-1702,2015-02-17,,
CVE-2015-1703,2015-02-17,,
CVE-2015-1704,2015-02-17,,
CVE-2015-1705,2015-02-17,,
CVE-2015-1706,2015-02-17,,
CVE-2015-1708,2015-02-17,,
CVE-2015-1709,2015-02-17,,
CVE-2015-1710,2015-02-17,,
CVE-2015-1711,2015-02-17,,
CVE-2015-1712,2015-02-17,,
CVE-2015-1713,2015-02-17,,
CVE-2015-1714,2015-02-17,,
CVE-2015-1715,2015-02-17,,
CVE-2015-1716,2015-02-17,,
CVE-2015-1717,2015-02-17,,
CVE-2015-1718,2015-02-17,,
CVE-2015-1719,2015-02-17,,
CVE-2015-1720,2015-02-17,,
CVE-2015-1721,2015-02-17,2015-09-22,217
CVE-2015-1722,2015-02-17,2015-09-22,217
CVE-2015-1723,2015-02-17,2015-09-22,217
CVE-2015-1724,2015-02-17,2015-09-22,217
CVE-2015-1725,2015-02-17,2015-09-22,217
CVE-2015-1726,2015-02-17,2015-09-22,217
CVE-2015-1727,2015-02-17,2015-09-22,217
CVE-2015-1728,2015-02-17,,
CVE-2015-1729,2015-02-17,,
CVE-2015-1730,2015-02-17,2016-12-06,658
CVE-2015-1731,2015-02-17,,
CVE-2015-1732,2015-02-17,,
CVE-2015-1733,2015-02-17,,
CVE-2015-1735,2015-02-17,,
CVE-2015-1736,2015-02-17,,
CVE-2015-1737,2015-02-17,,
CVE-2015-1738,2015-02-17,,
CVE-2015-1739,2015-02-17,,
CVE-2015-1740,2015-02-17,,
CVE-2015-1741,2015-02-17,,
CVE-2015-1742,2015-02-17,,
