cve,zdi_date,edb_date,published_date,has_reference_to_edb_in_nist
cve-2016-3969,,,4/6/2016,f
cve-2016-9311,,,1/13/2017,f
cve-2016-3990,,,9/21/2016,f
cve-2016-3991,,,9/21/2016,f
cve-2009-0728,,2/23/2009,2/24/2009,f
cve-2011-3905,,,12/13/2011,f
cve-2011-3944,,,12/9/2013,f
cve-2016-9362,,,2/13/2017,f
cve-2016-9381,,,1/23/2017,f
cve-2015-3361,,,4/21/2015,f
cve-2016-9383,,,1/23/2017,f
cve-2015-3940,,,8/3/2015,f
cve-2015-0048,,,2/10/2015,f
cve-2015-3979,,,5/12/2015,f
cve-2015-4059,5/27/2015,,5/29/2015,f
cve-2016-9385,,,1/23/2017,f
cve-2011-3985,,,11/9/2011,f
cve-2011-3992,,,11/3/2011,f
cve-2011-3998,,,11/9/2011,f
cve-2011-4036,,,12/2/2011,f
cve-2011-4042,,9/27/2011,4/2/2012,f
cve-2011-4074,,10/23/2011,11/2/2011,f
cve-2011-4101,,,11/3/2011,f
cve-2016-9386,,,1/23/2017,f
cve-2016-9389,,,3/23/2017,f
cve-2016-9390,,,3/23/2017,f
cve-2016-9391,,,3/23/2017,f
cve-2016-4020,,,5/25/2016,f
cve-2016-4052,,,4/25/2016,f
cve-2016-4073,,,5/20/2016,f
cve-2016-4077,,,4/25/2016,f
cve-2016-4118,,,5/29/2016,f
cve-2016-4083,,,4/25/2016,f
cve-2016-4086,,,6/30/2016,f
cve-2015-4356,,,6/15/2015,f
cve-2011-4138,,,10/19/2011,f
cve-2011-4201,,,12/13/2011,f
cve-2011-4217,,,11/1/2011,f
cve-2016-9404,,,1/31/2017,f
cve-2016-9813,,,1/13/2017,f
cve-2015-8895,,,3/15/2017,f
cve-2016-9909,,,2/22/2017,f
cve-2016-4089,,,5/11/2016,f
cve-2016-4105,,,5/11/2016,f
cve-2016-4130,,,6/16/2016,f
cve-2016-4136,,7/11/2016,6/16/2016,f
cve-2016-4395,11/2/2016,,10/28/2016,f
cve-2011-4308,,,7/11/2012,f
cve-2014-8354,,,4/11/2017,f
cve-2014-8362,,,1/23/2017,f
cve-2014-8562,,,4/11/2017,f
cve-2016-4149,,,6/16/2016,f
cve-2016-4162,,,6/16/2016,f
cve-2016-4183,,,7/12/2016,f
cve-2016-4354,,,6/13/2016,f
cve-2016-4200,7/12/2016,,7/12/2016,f
cve-2016-4202,7/12/2016,,7/12/2016,f
cve-2015-3730,,,8/16/2015,f
cve-2011-4364,,,8/20/2012,f
cve-2014-8570,,,4/2/2017,f
cve-2014-8571,,,4/2/2017,f
cve-2016-4220,,,7/12/2016,f
cve-2016-4422,,,5/6/2016,f
cve-2014-4547,,,7/2/2014,f
cve-2016-4241,,,7/12/2016,f
cve-2016-4245,,,7/12/2016,f
cve-2011-4379,,,9/30/2013,f
cve-2011-4380,,,9/30/2013,f
cve-2011-4520,,,5/23/2013,f
cve-2014-8572,,,4/2/2017,f
cve-2014-8701,,,3/17/2017,f
cve-2014-8702,,,3/17/2017,f
cve-2014-8704,,,3/17/2017,f
cve-2016-4257,,,9/16/2016,f
cve-2014-8705,,,3/17/2017,f
cve-2016-4267,8/24/2016,,8/26/2016,f
cve-2016-4331,,,11/18/2016,f
cve-2016-4346,,,5/21/2016,f
cve-2016-4361,,,6/8/2016,f
cve-2011-4536,12/22/2011,,12/26/2011,f
cve-2011-4559,,10/15/2011,11/28/2011,f
cve-2011-4562,,,11/28/2011,f
cve-2011-4601,,,12/24/2011,f
cve-2015-4278,,,7/16/2015,f
cve-2009-0504,,,2/17/2009,f
cve-2016-4390,,,10/5/2016,f
cve-2016-4441,,,5/20/2016,f
cve-2016-4501,,,5/30/2016,f
cve-2016-4520,,,7/15/2016,f
cve-2016-4486,,,5/23/2016,f
cve-2016-4537,,,5/21/2016,f
cve-2016-4554,,,5/10/2016,f
cve-2009-0710,,,2/23/2009,f
cve-2009-0687,,4/13/2009,8/11/2009,f
cve-2011-4672,,,12/2/2011,t
cve-2014-8706,,,3/17/2017,f
cve-2014-8707,,,3/17/2017,f
cve-2014-8722,,,3/17/2017,f
cve-2014-8723,,,3/17/2017,f
cve-2014-9136,,,4/2/2017,f
cve-2014-9137,,,4/2/2017,f
cve-2009-1566,,,12/3/2009,f
cve-2016-4574,,,6/13/2016,f
cve-2016-4577,,,5/23/2016,f
cve-2011-4720,,12/2/2011,12/27/2014,f
cve-2011-4759,,,12/16/2011,f
cve-2011-4761,,,12/16/2011,f
cve-2011-4763,,,12/16/2011,f
cve-2011-4764,,,12/16/2011,f
cve-2013-2080,,,5/24/2013,f
cve-2014-9645,,,3/12/2017,f
cve-2015-4316,,,8/20/2015,f
cve-2015-4352,,,6/15/2015,f
cve-2014-9834,,,3/22/2017,f
cve-2015-4374,,,6/16/2015,f
cve-2015-4429,,,7/9/2015,f
cve-2016-4582,,,7/21/2016,f
cve-2011-4777,,,12/16/2011,f
cve-2011-4800,,12/1/2011,12/13/2011,t
cve-2011-4810,,11/7/2011,12/13/2011,t
cve-2011-4848,,,12/16/2011,f
cve-2011-4868,,,1/14/2012,f
cve-2011-4944,,,8/27/2012,f
cve-2011-4966,,,3/12/2013,f
cve-2014-9690,,,4/2/2017,f
cve-2014-9852,,,3/17/2017,f
cve-2014-9853,,,3/17/2017,f
cve-2014-9805,,,3/30/2017,f
cve-2014-9806,,,3/30/2017,f
cve-2016-4615,,,7/21/2016,f
cve-2009-1614,,,5/11/2009,f
cve-2016-4616,,,7/21/2016,f
cve-2016-4624,,,7/21/2016,f
cve-2016-4651,,,7/21/2016,f
cve-2011-5034,,,12/29/2011,f
cve-2011-5080,,,2/14/2012,f
cve-2011-5094,,,6/16/2012,f
cve-2011-5209,,1/4/2012,10/9/2012,f
cve-2014-9807,,,3/30/2017,f
cve-2014-9808,,,3/30/2017,f
cve-2015-5698,,,8/30/2015,f
cve-2015-8602,,,12/17/2015,f
cve-2014-9809,,,3/30/2017,f
cve-2011-5214,,12/14/2011,10/25/2012,f
cve-2014-9810,,,3/30/2017,f
cve-2011-5216,,,10/25/2012,f
cve-2011-5372,,,11/27/2012,f
cve-2010-0004,,,1/29/2010,f
cve-2010-0026,,,2/10/2010,f
cve-2010-0072,1/12/2010,,1/12/2010,f
cve-2010-0077,,,1/12/2010,f
cve-2010-0144,,,2/11/2010,f
cve-2010-1365,,2/28/2010,4/13/2010,t
cve-2014-9819,,,3/30/2017,f
cve-2014-9821,,,3/30/2017,f
cve-2014-9822,,,3/30/2017,f
cve-2014-9823,,,3/30/2017,f
cve-2014-9842,,,3/20/2017,f
cve-2016-4746,,,9/18/2016,f
cve-2009-1663,,,5/17/2009,f
cve-2016-4791,,,5/26/2016,f
cve-2016-4825,,,6/25/2016,f
cve-2016-4966,,,9/21/2016,f
cve-2014-9843,,,3/20/2017,f
cve-2009-2006,,,6/8/2009,f
cve-2010-0154,,,9/14/2010,f
cve-2010-0176,4/2/2010,,4/5/2010,f
cve-2010-0179,,,4/5/2010,f
cve-2014-9844,,,3/20/2017,f
cve-2014-9845,,,3/20/2017,f
cve-2014-9846,,,3/20/2017,f
cve-2014-9847,,,3/20/2017,f
cve-2014-9848,,,3/20/2017,f
cve-2014-9849,,,3/20/2017,f
cve-2014-9850,,,3/20/2017,f
cve-2015-3754,,,8/16/2015,f
cve-2010-0195,4/13/2010,,4/14/2010,f
cve-2010-0197,,,4/14/2010,f
cve-2010-0198,,,4/14/2010,f
cve-2010-0214,,,1/11/2011,f
cve-2010-0256,,,4/14/2010,f
cve-2016-9407,,,1/31/2017,f
cve-2016-9408,,,1/31/2017,f
cve-2016-9409,,,1/31/2017,f
cve-2016-9411,,,1/31/2017,f
cve-2016-9412,,,1/31/2017,f
cve-2016-9413,,,1/31/2017,f
cve-2016-9414,,,1/31/2017,f
cve-2016-9415,,,1/31/2017,f
cve-2016-9416,,,1/31/2017,f
cve-2009-2088,,,8/13/2009,f
cve-2010-0258,,,3/10/2010,f
cve-2010-0392,,,1/26/2010,f
cve-2010-0435,,,8/24/2010,f
cve-2010-0477,,,4/14/2010,f
cve-2010-0520,4/2/2010,9/18/2010,3/30/2010,f
cve-2016-9419,,,1/31/2017,f
cve-2016-9421,,,1/31/2017,f
cve-2015-5937,,,10/23/2015,f
cve-2016-9422,,,12/11/2016,f
cve-2015-6265,,,8/26/2015,f
cve-2016-4974,,,7/13/2016,f
cve-2016-4985,,,7/12/2016,f
cve-2016-4993,,,9/26/2016,f
cve-2016-5128,,,7/23/2016,f
cve-2014-7170,,,12/17/2014,f
cve-2009-2626,,8/10/2009,12/1/2009,f
cve-2013-0705,,,2/15/2013,f
cve-2015-7873,,,10/28/2015,f
cve-2010-0551,,,2/4/2010,f
cve-2010-0581,,,3/25/2010,f
cve-2016-9423,,,12/11/2016,f
cve-2016-9424,,,12/11/2016,f
cve-2016-9426,,,12/11/2016,f
cve-2016-9427,,,12/11/2016,f
cve-2009-3237,,,9/17/2009,f
cve-2016-10179,,,1/29/2017,f
cve-2014-6810,,,9/30/2014,f
cve-2016-5133,,,7/23/2016,f
cve-2016-5137,,,7/23/2016,f
cve-2016-5146,,,8/7/2016,f
cve-2016-5229,,,8/2/2016,f
cve-2010-0582,,,3/25/2010,f
cve-2010-0642,,,2/17/2010,t
cve-2010-0697,,,2/23/2010,f
cve-2016-9428,,,12/11/2016,f
cve-2016-9429,,,12/11/2016,f
cve-2016-9430,,,12/11/2016,f
cve-2015-5832,,,9/18/2015,f
cve-2015-7402,,,1/1/2016,f
cve-2016-9432,,,12/11/2016,f
cve-2016-5350,,,8/7/2016,f
cve-2016-5358,,,8/7/2016,f
cve-2016-5362,,,6/17/2016,f
cve-2009-3468,,,9/29/2009,f
cve-2010-0732,,,3/19/2010,f
cve-2010-0743,,,4/8/2010,f
cve-2010-0780,,,10/29/2011,f
cve-2010-0790,,,3/9/2010,f
cve-2012-1478,,,3/13/2012,f
cve-2016-9434,,,12/11/2016,f
cve-2016-9436,,,1/20/2017,f
cve-2016-9437,,,12/11/2016,f
cve-2016-9438,,,12/11/2016,f
cve-2016-9439,,,12/11/2016,f
cve-2016-9440,,,12/11/2016,f
cve-2016-5383,,,8/26/2016,f
cve-2016-5422,,,9/7/2016,f
cve-2016-5446,,,7/21/2016,f
cve-2016-5459,,,7/21/2016,f
cve-2009-0476,,2/3/2009,2/8/2009,f
cve-2009-3859,,7/10/2009,11/4/2009,f
cve-2010-0808,,,10/13/2010,f
cve-2010-0833,,,7/27/2010,f
cve-2010-0842,4/5/2010,2/16/2012,4/1/2010,f
cve-2016-9441,,,12/11/2016,f
cve-2016-9442,,,12/11/2016,f
cve-2014-6177,,,12/24/2014,f
cve-2010-0893,,,4/13/2010,f
cve-2010-0922,,,3/3/2010,f
cve-2010-0927,,,3/5/2010,f
cve-2010-0932,,,3/5/2010,f
cve-2010-0961,,,3/10/2010,f
cve-2016-9443,,,12/11/2016,f
cve-2016-9444,,,1/12/2017,f
cve-2010-0963,,,3/16/2010,f
cve-2010-1004,,,3/19/2010,f
cve-2010-1013,,,3/19/2010,f
cve-2010-1035,,,4/23/2010,f
cve-2010-1037,,,4/28/2010,f
cve-2016-9445,,,1/23/2017,f
cve-2016-9446,,,1/23/2017,f
cve-2010-1108,,,3/25/2010,f
cve-2010-1119,6/8/2010,3/14/2011,3/25/2010,f
cve-2010-1153,,,4/20/2010,f
cve-2010-1164,,,4/20/2010,f
cve-2016-9448,,,1/27/2017,f
cve-2010-1165,,,4/20/2010,f
cve-2010-1184,,,3/29/2010,f
cve-2010-1190,,,3/31/2010,f
cve-2010-1253,6/8/2010,,6/8/2010,f
cve-2016-9453,,,1/27/2017,f
cve-2016-9454,,,3/27/2017,f
cve-2016-10122,,,4/13/2017,f
cve-2017-0158,4/11/2017,,4/12/2017,f
cve-2016-3405,,,1/18/2017,f
cve-2017-3021,4/11/2017,,4/12/2017,f
cve-2017-2354,1/24/2017,,2/20/2017,f
cve-2016-9364,,,2/13/2017,f
cve-2014-9841,,,3/20/2017,f
cve-2016-5508,,,10/25/2016,f
cve-2009-3941,,,11/16/2009,f
cve-2015-3763,,,8/16/2015,f
cve-2010-1282,,,5/13/2010,f
cve-2010-1297,,6/9/2010,6/8/2010,t
cve-2010-1342,,3/25/2010,4/9/2010,t
cve-2010-1355,,,4/13/2010,f
cve-2010-1381,,,6/17/2010,f
cve-2017-0006,,,3/16/2017,f
cve-2017-0007,,,3/16/2017,f
cve-2016-3255,,,7/12/2016,f
cve-2017-0008,,,3/16/2017,f
cve-2016-7389,,,11/8/2016,f
cve-2014-9869,,,8/6/2016,f
cve-2016-9643,,,3/7/2017,f
cve-2013-7447,,,2/17/2016,f
cve-2010-1415,,,6/11/2010,f
cve-2010-1436,,,5/21/2010,f
cve-2010-1480,,,4/19/2010,f
cve-2010-1489,,,4/20/2010,f
cve-2010-1461,,4/14/2010,4/16/2010,t
cve-2016-9650,,,1/19/2017,f
cve-2016-9676,,,1/18/2017,f
cve-2016-9677,,,1/18/2017,f
cve-2016-9680,,,1/18/2017,f
cve-2016-9681,,,12/25/2016,f
cve-2009-1191,,,4/23/2009,f
cve-2009-2284,,,7/1/2009,f
cve-2016-9682,,,2/22/2017,f
cve-2016-9683,,,2/22/2017,f
cve-2016-5515,,,10/25/2016,f
cve-2016-5527,,,10/25/2016,f
cve-2009-4155,,11/30/2009,12/2/2009,f
cve-2010-1546,,,5/21/2010,f
cve-2010-1573,,,6/9/2010,f
cve-2016-9686,,,2/8/2017,f
cve-2016-7251,,,11/10/2016,f
cve-2010-1580,,,8/6/2010,f
cve-2010-1627,,,5/19/2010,f
cve-2010-1645,,,8/23/2010,f
cve-2010-1650,,,4/30/2010,f
cve-2010-1655,,,4/30/2010,f
cve-2010-1693,,,10/26/2010,f
cve-2010-1716,,,5/4/2010,t
cve-2010-1749,6/8/2010,,6/11/2010,f
cve-2010-1780,,,7/30/2010,f
cve-2010-1952,,4/14/2010,5/18/2010,t
cve-2010-1998,,,5/20/2010,f
cve-2010-2033,,5/19/2010,5/25/2010,f
cve-2010-2050,,5/15/2010,5/25/2010,t
cve-2010-2057,,,10/20/2010,f
cve-2010-2097,,,5/27/2010,f
cve-2010-2099,,5/24/2010,5/27/2010,f
cve-2010-2104,,,5/27/2010,f
cve-2010-2117,,,6/1/2010,f
cve-2010-2147,,5/28/2010,6/3/2010,t
cve-2010-2172,,,6/15/2010,f
cve-2010-2198,,,6/8/2010,f
cve-2010-2218,,,8/11/2010,f
cve-2010-2234,,,8/19/2010,f
cve-2010-2318,,,6/17/2010,f
cve-2010-2355,,,6/21/2010,f
cve-2017-2997,,,3/14/2017,f
cve-2009-3008,,,8/28/2009,f
cve-2009-1267,,,4/13/2009,f
cve-2009-0662,,,4/23/2009,f
cve-2016-9693,,,3/7/2017,f
cve-2009-0401,,,2/3/2009,f
cve-2009-0403,,,2/3/2009,f
cve-2014-6816,,,9/30/2014,f
cve-2016-5553,,,10/25/2016,f
cve-2009-0318,,,1/28/2009,f
cve-2009-0550,,,4/14/2009,f
cve-2016-5582,,,10/25/2016,f
cve-2016-5615,,,10/25/2016,f
cve-2014-3400,,,10/4/2014,f
cve-2016-5620,,,10/25/2016,f
cve-2016-5634,,,10/25/2016,f
cve-2016-9694,,,3/20/2017,f
cve-2016-4064,3/23/2016,,4/22/2016,f
cve-2016-4093,,,5/11/2016,f
cve-2016-9696,,,3/20/2017,f
cve-2010-2432,,,6/22/2010,f
cve-2010-2558,,,8/11/2010,f
cve-2010-2562,,,8/11/2010,f
cve-2010-2575,,,8/30/2010,f
cve-2010-2642,,,1/7/2011,f
cve-2010-2645,,,7/6/2010,f
cve-2010-2679,,3/29/2010,7/8/2010,f
cve-2010-2695,,,7/12/2010,f
cve-2010-2697,,,7/12/2010,t
cve-2016-9704,,,2/1/2017,f
cve-2016-9706,,,2/15/2017,f
cve-2017-5487,,,1/14/2017,f
cve-2017-5488,,,1/14/2017,f
cve-2017-5489,,,1/14/2017,f
cve-2016-5686,,,10/5/2016,f
cve-2016-5745,,,10/5/2016,f
cve-2016-5764,,,10/27/2016,f
cve-2016-5766,,,8/7/2016,f
cve-2016-5768,,,8/7/2016,f
cve-2010-2717,,,7/13/2010,f
cve-2010-2747,,,10/13/2010,f
cve-2010-2753,7/20/2010,,7/30/2010,f
cve-2017-5490,,,1/14/2017,f
cve-2010-2866,,9/22/2010,8/26/2010,f
cve-2017-5491,,,1/14/2017,f
cve-2017-5492,,,1/14/2017,f
cve-2017-5493,,,1/14/2017,f
cve-2017-5494,,,1/15/2017,f
cve-2017-5544,,,1/23/2017,f
cve-2016-5814,9/19/2016,,9/18/2016,f
cve-2009-1249,,,4/6/2009,f
cve-2016-5963,,,9/25/2016,f
cve-2016-6187,,,8/6/2016,f
cve-2016-6193,,,8/2/2016,f
cve-2010-2884,,,9/15/2010,f
cve-2010-2904,,,7/28/2010,f
cve-2010-2944,,,8/20/2010,f
cve-2010-2962,,,11/26/2010,f
cve-2010-2971,,,8/4/2010,f
cve-2017-5545,,,1/20/2017,f
cve-2016-6442,,,10/27/2016,f
cve-2016-6486,8/17/2016,,8/7/2016,f
cve-2016-0963,,,3/12/2016,f
cve-2015-8362,,,1/22/2016,f
cve-2016-0657,,,4/21/2016,f
cve-2009-0872,,,3/11/2009,f
cve-2009-0924,,,3/17/2009,f
cve-2009-1093,,,3/25/2009,f
cve-2009-1096,,,3/25/2009,f
cve-2016-1099,,,5/11/2016,f
cve-2017-0015,3/21/2017,,3/16/2017,f
cve-2017-7362,,,3/31/2017,f
cve-2017-5538,,,3/23/2017,f
cve-2017-7363,,,3/31/2017,f
cve-2017-5542,,,1/20/2017,f
cve-2017-7318,,,3/30/2017,f
cve-2017-7383,,,4/3/2017,f
cve-2010-2973,,,8/5/2010,t
cve-2016-10044,,,2/7/2017,f
cve-2010-2976,,,8/9/2010,f
cve-2016-1000123,,,10/6/2016,f
cve-2010-3006,,,9/10/2010,f
cve-2010-3016,,,8/17/2010,f
cve-2010-3032,,,8/17/2010,f
cve-2010-3036,,,10/29/2010,f
cve-2017-5543,,,1/20/2017,f
cve-2011-0160,,,3/11/2011,f
cve-2016-10153,,,2/6/2017,f
cve-2016-10188,,,3/14/2017,f
cve-2016-10216,,,2/10/2017,f
cve-2016-10244,,,3/6/2017,f
cve-2010-3037,,,11/22/2010,f
cve-2010-3133,,8/24/2010,8/26/2010,t
cve-2010-3178,,,10/21/2010,f
cve-2010-3218,,,10/13/2010,f
cve-2010-3256,,,9/7/2010,f
cve-2010-3289,,,10/22/2010,f
cve-2010-3338,,11/20/2010,12/16/2010,f
cve-2016-6619,,,12/10/2016,f
cve-2016-10309,,,3/30/2017,f
cve-2017-3003,,,3/14/2017,f
cve-2016-2226,,,2/24/2017,f
cve-2017-5216,,,1/9/2017,f
cve-2017-5597,,,1/25/2017,f
cve-2016-6873,,,2/17/2017,f
cve-2016-6856,,,12/31/2016,f
cve-2016-7168,,,1/4/2017,f
cve-2015-2181,,,1/30/2017,f
cve-2015-7511,,,4/19/2016,f
cve-2016-1000116,,,10/21/2016,f
cve-2009-5135,,3/10/2009,5/2/2013,t
cve-2010-3400,,,9/15/2010,f
cve-2010-3403,,,9/16/2010,f
cve-2010-3436,,,11/8/2010,f
cve-2010-3452,,,1/28/2011,f
cve-2010-3461,,9/15/2010,9/17/2010,t
cve-2013-0238,,,2/12/2013,t
cve-2017-2481,3/28/2017,,4/1/2017,f
cve-2017-2976,2/14/2017,,2/15/2017,f
cve-2012-6453,,,12/31/2012,f
cve-2017-6864,,,3/28/2017,f
cve-2010-3474,,,9/20/2010,f
cve-2010-3483,,,9/22/2010,t
cve-2016-7383,,,11/8/2016,f
cve-2016-4203,,7/13/2016,7/12/2016,f
cve-2016-9796,,12/4/2016,12/3/2016,f
cve-2016-8582,,11/2/2016,10/28/2016,f
cve-2010-3498,,,8/22/2012,f
cve-2010-3579,,,10/14/2010,f
cve-2010-3590,,,1/19/2011,f
cve-2016-5880,,,2/1/2017,f
cve-2017-3050,4/11/2017,,4/12/2017,f
cve-2017-3051,4/11/2017,,4/12/2017,f
cve-2017-3056,4/11/2017,,4/12/2017,f
cve-2015-8985,,,3/20/2017,f
cve-2017-0113,,,3/16/2017,f
cve-2009-1385,,,6/4/2009,f
cve-2015-3767,,,8/16/2015,f
cve-2017-0167,,,4/12/2017,f
cve-2015-3796,,9/22/2015,8/16/2015,f
cve-2017-0200,,,4/12/2017,f
cve-2010-3635,,,11/9/2010,f
cve-2010-3640,,,11/7/2010,f
cve-2010-3676,,7/9/2010,1/11/2011,f
cve-2010-3743,,,10/8/2010,t
cve-2017-0526,,,3/7/2017,f
cve-2016-10063,,,3/2/2017,f
cve-2017-0546,,,4/7/2017,f
cve-2017-0552,,,4/7/2017,f
cve-2017-2644,,,3/26/2017,f
cve-2017-2429,,,4/1/2017,f
cve-2017-2939,2/16/2017,,1/10/2017,f
cve-2017-2972,,,1/24/2017,f
cve-2015-8653,3/2/2016,,3/4/2016,f
cve-2010-3763,,,10/5/2010,f
cve-2010-3770,,12/9/2010,12/10/2010,f
cve-2010-3773,,,12/10/2010,f
cve-2010-3836,,,1/14/2011,f
cve-2013-4953,,6/24/2013,7/29/2013,t
cve-2017-5574,,,1/23/2017,f
cve-2017-2973,,,2/15/2017,f
cve-2017-2980,,,2/15/2017,f
cve-2017-2983,,,3/14/2017,f
cve-2016-7504,,,10/28/2016,f
cve-2016-7858,11/8/2016,,11/8/2016,f
cve-2016-0050,,,2/10/2016,f
cve-2017-2985,,,2/15/2017,f
cve-2017-2986,,,2/15/2017,f
cve-2015-7611,,,6/7/2016,f
cve-2016-0124,,,3/9/2016,f
cve-2017-3025,,,4/12/2017,f
cve-2016-7385,,10/31/2016,11/8/2016,f
cve-2010-1463,,,4/16/2010,f
cve-2013-0984,,6/5/2013,6/5/2013,f
cve-2017-3125,,,4/12/2017,f
cve-2017-3271,,,1/27/2017,f
cve-2017-3273,,,1/27/2017,f
cve-2017-3290,,,1/27/2017,f
cve-2017-3336,,,1/27/2017,f
cve-2017-6437,,,3/15/2017,f
cve-2009-1125,,,6/10/2009,f
cve-2016-7201,,11/18/2016,11/10/2016,f
cve-2010-3849,,12/7/2010,12/30/2010,f
cve-2010-3903,,,10/12/2010,f
cve-2010-3942,,,12/16/2010,f
cve-2010-3954,,,12/16/2010,f
cve-2017-3349,,,1/27/2017,f
cve-2017-6812,,,3/11/2017,f
cve-2017-3813,,,2/9/2017,f
cve-2017-3406,,,1/27/2017,f
cve-2017-5014,,,2/17/2017,f
cve-2016-0178,,,5/10/2016,f
cve-2016-0181,,,5/10/2016,f
cve-2016-0168,,5/17/2016,5/10/2016,f
cve-2010-4008,,,11/16/2010,f
cve-2010-4012,,,12/8/2010,f
cve-2010-4026,,,10/28/2010,f
cve-2010-4048,,,10/21/2010,f
cve-2017-3802,,,1/26/2017,f
cve-2017-5017,,,2/17/2017,f
cve-2017-5164,,,2/13/2017,f
cve-2017-5218,,,2/2/2017,f
cve-2017-5553,,,1/23/2017,f
cve-2016-0182,,,5/10/2016,f
cve-2016-0230,,,7/7/2016,f
cve-2016-0244,,,2/29/2016,f
cve-2016-0246,,,10/21/2016,f
cve-2010-4074,,,11/29/2010,f
cve-2010-4076,,,11/29/2010,f
cve-2010-4079,,,11/29/2010,f
cve-2010-4116,,,12/21/2010,f
cve-2013-3208,9/11/2013,,9/11/2013,f
cve-2015-7678,,,2/10/2016,f
cve-2009-1172,,,3/31/2009,f
cve-2009-1214,,,4/1/2009,f
cve-2015-7679,,,2/10/2016,f
cve-2016-6364,,,8/22/2016,f
cve-2016-0341,,,5/14/2016,f
cve-2016-6377,,,9/3/2016,f
cve-2016-6379,,,10/5/2016,f
cve-2016-7142,,,9/26/2016,f
cve-2016-1783,,,3/23/2016,f
cve-2014-0317,,,3/11/2014,f
cve-2014-9568,,,2/3/2015,f
cve-2015-3805,,,8/16/2015,f
cve-2015-4282,,,11/6/2015,f
cve-2010-4182,,,11/4/2010,f
cve-2016-0376,,,6/3/2016,f
cve-2010-4186,,11/2/2010,11/5/2010,t
cve-2010-4187,,,2/10/2011,f
cve-2010-4202,,,11/5/2010,f
cve-2010-4248,,,11/30/2010,f
cve-2009-1296,,,6/9/2009,f
cve-2009-1673,,,5/18/2009,f
cve-2016-6412,,,9/23/2016,f
cve-2010-4267,,,1/20/2011,f
cve-2010-4284,,,5/9/2011,f
cve-2010-4343,,,12/29/2010,f
cve-2010-4365,,,12/1/2010,t
cve-2010-4369,,,12/2/2010,f
cve-2013-4547,,11/19/2013,11/23/2013,f
cve-2016-4322,,,12/13/2016,f
cve-2017-3041,,,4/12/2017,f
cve-2010-4376,12/10/2010,,12/14/2010,f
cve-2010-4382,,,12/14/2010,f
cve-2010-4439,,,1/19/2011,f
cve-2010-4441,,,1/19/2011,f
cve-2010-4465,2/15/2011,,2/17/2011,f
cve-2010-4490,,,12/7/2010,f
cve-2010-4503,,12/7/2010,12/8/2010,f
cve-2016-0421,,,1/20/2016,f
cve-2016-6426,,,10/5/2016,f
cve-2015-7538,,,2/3/2016,f
cve-2016-0438,,,1/20/2016,f
cve-2014-9800,,,7/10/2016,f
cve-2016-1136,,,1/30/2016,f
cve-2016-0689,,,4/21/2016,f
cve-2013-0365,,,1/16/2013,f
cve-2015-5340,,,2/21/2016,f
cve-2009-2191,,,8/6/2009,f
cve-2009-2196,,,8/12/2009,f
cve-2010-4504,,,12/8/2010,f
cve-2014-5723,,,9/9/2014,f
cve-2016-4307,,,1/6/2017,f
cve-2014-1448,,,1/14/2014,f
cve-2010-4605,,,12/29/2010,f
cve-2010-4618,,,12/29/2010,f
cve-2010-4665,,,5/3/2011,f
cve-2010-4668,,,1/3/2011,f
cve-2010-4674,,,1/7/2011,f
cve-2010-4695,,,1/14/2011,f
cve-2010-4740,,9/16/2010,2/15/2011,f
cve-2016-4335,,,1/6/2017,f
cve-2009-2268,,,7/1/2009,f
cve-2015-6479,,,4/21/2016,f
cve-2016-6634,,,8/7/2016,f
cve-2016-7415,,,9/17/2016,f
cve-2016-1000155,,,10/10/2016,f
cve-2016-3672,,,4/27/2016,t
cve-2010-4766,,,3/18/2011,f
cve-2010-4786,,,4/21/2011,f
cve-2010-4787,,,4/21/2011,f
cve-2010-4798,,10/11/2010,4/26/2011,t
cve-2010-4804,,,6/9/2011,f
cve-2010-4831,,,9/6/2011,f
cve-2016-4487,,,2/24/2017,f
cve-2016-5497,,,10/25/2016,f
cve-2016-1926,,,1/26/2016,f
cve-2016-8740,,,12/5/2016,t
cve-2016-4285,,,9/14/2016,f
cve-2015-6638,,,1/6/2016,f
cve-2016-0484,1/25/2016,,1/20/2016,f
cve-2016-0496,,,1/20/2016,f
cve-2015-3834,,,9/30/2015,f
cve-2010-4874,,10/27/2010,10/7/2011,t
cve-2016-0171,,6/15/2016,5/10/2016,t
cve-2016-0510,,,1/20/2016,f
cve-2016-3236,,,6/15/2016,f
cve-2016-0527,,,1/20/2016,f
cve-2016-0541,,,1/20/2016,f
cve-2016-8578,,,11/4/2016,f
cve-2009-2871,,,9/28/2009,f
cve-2009-2909,,,10/20/2009,f
cve-2016-5195,,10/19/2016,11/10/2016,t
cve-2010-4922,,8/9/2010,10/9/2011,f
cve-2010-4946,,,10/9/2011,t
cve-2016-1482,,,9/17/2016,f
cve-2016-2385,,,4/11/2016,t
cve-2015-6541,,,4/8/2016,t
cve-2016-9188,,,11/4/2016,f
cve-2016-8668,,,11/4/2016,f
cve-2016-0655,,,4/21/2016,f
cve-2016-0666,,,4/21/2016,f
cve-2016-0679,,,4/21/2016,f
cve-2013-4296,,,9/30/2013,f
cve-2010-4963,,8/5/2010,10/9/2011,f
cve-2010-5005,,,11/2/2011,f
cve-2016-0739,,,4/13/2016,f
cve-2016-0773,,,2/17/2016,f
